Lattitude        Longitude       
4341979.8158     -968479.5699    
4341979.8158     -957347.6208    
4341979.8158     -946215.6717    
4341979.8158     -935083.7227    
4341979.8158     -923951.7736    
4341979.8158     -912819.8245    
4341979.8158     -901687.8754    
4341979.8158     -890555.9263    
4341979.8158     -879423.9773    
4341979.8158     -868292.0282    
4341979.8158     -857160.0791    
4341979.8158     -846028.13      
4341979.8158     -834896.1809    
4341979.8158     -823764.2319    
4341979.8158     -812632.2828    
4341979.8158     -801500.3337    
4341979.8158     -790368.3846    
4341979.8158     -779236.4356    
4341979.8158     -768104.4865    
4341979.8158     -756972.5374    
4341979.8158     -745840.5883    
4341979.8158     -734708.6392    
4341979.8158     -723576.6902    
4341979.8158     -712444.7411    
4341979.8158     -701312.792     
4341979.8158     -690180.8429    
4341979.8158     -679048.8938    
4341979.8158     -667916.9448    
4341979.8158     -656784.9957    
4341979.8158     -645653.0466    
4341979.8158     -634521.0975    
4341979.8158     -623389.1484    
4341979.8158     -612257.1994    
4341979.8158     -601125.2503    
4341979.8158     -589993.3012    
4341979.8158     -578861.3521    
4341979.8158     -567729.403     
4341979.8158     -556597.454     
4341979.8158     -545465.5049    
4341979.8158     -534333.5558    
4341979.8158     -523201.6067    
4341979.8158     -512069.6576    
4341979.8158     -500937.7086    
4341979.8158     -489805.7595    
4341979.8158     -478673.8104    
4341979.8158     -467541.8613    
4341979.8158     -456409.9123    
4341979.8158     -445277.9632    
4341979.8158     -434146.0141    
4341979.8158     -423014.065     
4341979.8158     -411882.1159    
4341979.8158     -400750.1669    
4341979.8158     -389618.2178    
4341979.8158     -378486.2687    
4341979.8158     -367354.3196    
4341979.8158     -356222.3705    
4341979.8158     -345090.4215    
4341979.8158     -333958.4724    
4341979.8158     -322826.5233    
4341979.8158     -311694.5742    
4341979.8158     -300562.6251    
4341979.8158     -289430.6761    
4341979.8158     -278298.727     
4341979.8158     -267166.7779    
4341979.8158     -256034.8288    
4341979.8158     -244902.8797    
4341979.8158     -233770.9307    
4341979.8158     -222638.9816    
4341979.8158     -211507.0325    
4341979.8158     -200375.0834    
4341979.8158     -189243.1343    
4341979.8158     -178111.1853    
4341979.8158     -166979.2362    
4341979.8158     -155847.2871    
4341979.8158     -144715.338     
4341979.8158     -133583.389     
4341979.8158     -122451.4399    
4341979.8158     -111319.4908    
4341979.8158     -100187.5417    
4341979.8158     -89055.5926     
4341979.8158     -77923.6436     
4341979.8158     -66791.6945     
4341979.8158     -55659.7454     
4341979.8158     -44527.7963     
4341979.8158     -33395.8472     
4341979.8158     -22263.8982     
4341979.8158     -11131.9491     
4341979.8158     0.0             
4341979.8158     11131.9491      
4341979.8158     22263.8982      
4341979.8158     33395.8472      
4341979.8158     44527.7963      
4341979.8158     55659.7454      
4341979.8158     66791.6945      
4341979.8158     77923.6436      
4341979.8158     89055.5926      
4341979.8158     100187.5417     
4341979.8158     111319.4908     
4341979.8158     122451.4399     
4341979.8158     133583.389      
4341979.8158     144715.338      
4341979.8158     155847.2871     
4341979.8158     166979.2362     
4341979.8158     178111.1853     
4341979.8158     189243.1343     
4341979.8158     200375.0834     
4341979.8158     211507.0325     
4341979.8158     222638.9816     
4341979.8158     233770.9307     
4341979.8158     244902.8797     
4341979.8158     256034.8288     
4341979.8158     267166.7779     
4341979.8158     278298.727      
4341979.8158     289430.6761     
4341979.8158     300562.6251     
4341979.8158     311694.5742     
4341979.8158     322826.5233     
4341979.8158     333958.4724     
4341979.8158     345090.4215     
4341979.8158     356222.3705     
4341979.8158     367354.3196     
4341979.8158     378486.2687     
4341979.8158     389618.2178     
4341979.8158     400750.1669     
4341979.8158     411882.1159     
4341979.8158     423014.065      
4341979.8158     434146.0141     
4341979.8158     445277.9632     
4341979.8158     456409.9123     
4341979.8158     467541.8613     
4341979.8158     478673.8104     
4341979.8158     489805.7595     
4355801.265      -1035271.2644   
4355801.265      -1024139.3153   
4355801.265      -1013007.3662   
4355801.265      -1001875.4171   
4355801.265      -990743.4681    
4355801.265      -979611.519     
4355801.265      -968479.5699    
4355801.265      -957347.6208    
4355801.265      -946215.6717    
4355801.265      -935083.7227    
4355801.265      -923951.7736    
4355801.265      -912819.8245    
4355801.265      -901687.8754    
4355801.265      -890555.9263    
4355801.265      -879423.9773    
4355801.265      -868292.0282    
4355801.265      -857160.0791    
4355801.265      -846028.13      
4355801.265      -834896.1809    
4355801.265      -823764.2319    
4355801.265      -812632.2828    
4355801.265      -801500.3337    
4355801.265      -790368.3846    
4355801.265      -779236.4356    
4355801.265      -768104.4865    
4355801.265      -756972.5374    
4355801.265      -745840.5883    
4355801.265      -734708.6392    
4355801.265      -723576.6902    
4355801.265      -712444.7411    
4355801.265      -701312.792     
4355801.265      -690180.8429    
4355801.265      -679048.8938    
4355801.265      -667916.9448    
4355801.265      -656784.9957    
4355801.265      -645653.0466    
4355801.265      -634521.0975    
4355801.265      -623389.1484    
4355801.265      -612257.1994    
4355801.265      -601125.2503    
4355801.265      -589993.3012    
4355801.265      -578861.3521    
4355801.265      -567729.403     
4355801.265      -556597.454     
4355801.265      -545465.5049    
4355801.265      -534333.5558    
4355801.265      -523201.6067    
4355801.265      -512069.6576    
4355801.265      -500937.7086    
4355801.265      -489805.7595    
4355801.265      -478673.8104    
4355801.265      -467541.8613    
4355801.265      -456409.9123    
4355801.265      -445277.9632    
4355801.265      -434146.0141    
4355801.265      -423014.065     
4355801.265      -411882.1159    
4355801.265      -400750.1669    
4355801.265      -389618.2178    
4355801.265      -378486.2687    
4355801.265      -367354.3196    
4355801.265      -356222.3705    
4355801.265      -345090.4215    
4355801.265      -333958.4724    
4355801.265      -322826.5233    
4355801.265      -311694.5742    
4355801.265      -300562.6251    
4355801.265      -289430.6761    
4355801.265      -278298.727     
4355801.265      -267166.7779    
4355801.265      -256034.8288    
4355801.265      -244902.8797    
4355801.265      -233770.9307    
4355801.265      -222638.9816    
4355801.265      -211507.0325    
4355801.265      -200375.0834    
4355801.265      -189243.1343    
4355801.265      -178111.1853    
4355801.265      -166979.2362    
4355801.265      -155847.2871    
4355801.265      -144715.338     
4355801.265      -133583.389     
4355801.265      -122451.4399    
4355801.265      -111319.4908    
4355801.265      -100187.5417    
4355801.265      -89055.5926     
4355801.265      -77923.6436     
4355801.265      -66791.6945     
4355801.265      -55659.7454     
4355801.265      -44527.7963     
4355801.265      -33395.8472     
4355801.265      -22263.8982     
4355801.265      -11131.9491     
4355801.265      0.0             
4355801.265      11131.9491      
4355801.265      22263.8982      
4355801.265      33395.8472      
4355801.265      44527.7963      
4355801.265      55659.7454      
4355801.265      66791.6945      
4355801.265      77923.6436      
4355801.265      89055.5926      
4355801.265      100187.5417     
4355801.265      111319.4908     
4355801.265      122451.4399     
4355801.265      133583.389      
4355801.265      144715.338      
4355801.265      155847.2871     
4355801.265      166979.2362     
4355801.265      178111.1853     
4355801.265      189243.1343     
4355801.265      200375.0834     
4355801.265      211507.0325     
4355801.265      222638.9816     
4355801.265      233770.9307     
4355801.265      244902.8797     
4355801.265      256034.8288     
4355801.265      267166.7779     
4355801.265      278298.727      
4355801.265      289430.6761     
4355801.265      300562.6251     
4355801.265      311694.5742     
4355801.265      322826.5233     
4355801.265      333958.4724     
4355801.265      345090.4215     
4355801.265      356222.3705     
4355801.265      367354.3196     
4355801.265      378486.2687     
4355801.265      389618.2178     
4355801.265      400750.1669     
4355801.265      411882.1159     
4355801.265      423014.065      
4355801.265      434146.0141     
4355801.265      445277.9632     
4355801.265      456409.9123     
4355801.265      467541.8613     
4355801.265      478673.8104     
4355801.265      489805.7595     
4369640.5106     -1035271.2644   
4369640.5106     -1024139.3153   
4369640.5106     -1013007.3662   
4369640.5106     -1001875.4171   
4369640.5106     -990743.4681    
4369640.5106     -979611.519     
4369640.5106     -968479.5699    
4369640.5106     -957347.6208    
4369640.5106     -946215.6717    
4369640.5106     -935083.7227    
4369640.5106     -923951.7736    
4369640.5106     -912819.8245    
4369640.5106     -901687.8754    
4369640.5106     -890555.9263    
4369640.5106     -879423.9773    
4369640.5106     -868292.0282    
4369640.5106     -857160.0791    
4369640.5106     -846028.13      
4369640.5106     -834896.1809    
4369640.5106     -823764.2319    
4369640.5106     -812632.2828    
4369640.5106     -801500.3337    
4369640.5106     -790368.3846    
4369640.5106     -779236.4356    
4369640.5106     -768104.4865    
4369640.5106     -756972.5374    
4369640.5106     -745840.5883    
4369640.5106     -734708.6392    
4369640.5106     -723576.6902    
4369640.5106     -712444.7411    
4369640.5106     -701312.792     
4369640.5106     -690180.8429    
4369640.5106     -679048.8938    
4369640.5106     -667916.9448    
4369640.5106     -656784.9957    
4369640.5106     -645653.0466    
4369640.5106     -634521.0975    
4369640.5106     -623389.1484    
4369640.5106     -612257.1994    
4369640.5106     -601125.2503    
4369640.5106     -589993.3012    
4369640.5106     -578861.3521    
4369640.5106     -567729.403     
4369640.5106     -556597.454     
4369640.5106     -545465.5049    
4369640.5106     -534333.5558    
4369640.5106     -523201.6067    
4369640.5106     -512069.6576    
4369640.5106     -500937.7086    
4369640.5106     -489805.7595    
4369640.5106     -478673.8104    
4369640.5106     -467541.8613    
4369640.5106     -456409.9123    
4369640.5106     -445277.9632    
4369640.5106     -434146.0141    
4369640.5106     -423014.065     
4369640.5106     -411882.1159    
4369640.5106     -400750.1669    
4369640.5106     -389618.2178    
4369640.5106     -378486.2687    
4369640.5106     -367354.3196    
4369640.5106     -356222.3705    
4369640.5106     -345090.4215    
4369640.5106     -333958.4724    
4369640.5106     -322826.5233    
4369640.5106     -311694.5742    
4369640.5106     -300562.6251    
4369640.5106     -289430.6761    
4369640.5106     -278298.727     
4369640.5106     -267166.7779    
4369640.5106     -256034.8288    
4369640.5106     -244902.8797    
4369640.5106     -233770.9307    
4369640.5106     -222638.9816    
4369640.5106     -211507.0325    
4369640.5106     -200375.0834    
4369640.5106     -189243.1343    
4369640.5106     -178111.1853    
4369640.5106     -166979.2362    
4369640.5106     -155847.2871    
4369640.5106     -144715.338     
4369640.5106     -133583.389     
4369640.5106     -122451.4399    
4369640.5106     -111319.4908    
4369640.5106     -100187.5417    
4369640.5106     -89055.5926     
4369640.5106     -77923.6436     
4369640.5106     -66791.6945     
4369640.5106     -55659.7454     
4369640.5106     -44527.7963     
4369640.5106     -33395.8472     
4369640.5106     -22263.8982     
4369640.5106     -11131.9491     
4369640.5106     0.0             
4369640.5106     11131.9491      
4369640.5106     22263.8982      
4369640.5106     33395.8472      
4369640.5106     44527.7963      
4369640.5106     55659.7454      
4369640.5106     66791.6945      
4369640.5106     77923.6436      
4369640.5106     89055.5926      
4369640.5106     100187.5417     
4369640.5106     111319.4908     
4369640.5106     122451.4399     
4369640.5106     133583.389      
4369640.5106     144715.338      
4369640.5106     155847.2871     
4369640.5106     166979.2362     
4369640.5106     178111.1853     
4369640.5106     189243.1343     
4369640.5106     200375.0834     
4369640.5106     211507.0325     
4369640.5106     222638.9816     
4369640.5106     233770.9307     
4369640.5106     244902.8797     
4369640.5106     256034.8288     
4369640.5106     267166.7779     
4369640.5106     278298.727      
4369640.5106     289430.6761     
4369640.5106     300562.6251     
4369640.5106     311694.5742     
4369640.5106     322826.5233     
4369640.5106     333958.4724     
4369640.5106     345090.4215     
4369640.5106     356222.3705     
4369640.5106     367354.3196     
4369640.5106     378486.2687     
4369640.5106     389618.2178     
4369640.5106     400750.1669     
4369640.5106     411882.1159     
4369640.5106     423014.065      
4369640.5106     434146.0141     
4369640.5106     445277.9632     
4369640.5106     456409.9123     
4369640.5106     467541.8613     
4369640.5106     478673.8104     
4369640.5106     489805.7595     
4383497.6409     -1035271.2644   
4383497.6409     -1024139.3153   
4383497.6409     -1013007.3662   
4383497.6409     -1001875.4171   
4383497.6409     -990743.4681    
4383497.6409     -979611.519     
4383497.6409     -968479.5699    
4383497.6409     -957347.6208    
4383497.6409     -946215.6717    
4383497.6409     -935083.7227    
4383497.6409     -923951.7736    
4383497.6409     -912819.8245    
4383497.6409     -901687.8754    
4383497.6409     -890555.9263    
4383497.6409     -879423.9773    
4383497.6409     -868292.0282    
4383497.6409     -857160.0791    
4383497.6409     -846028.13      
4383497.6409     -834896.1809    
4383497.6409     -823764.2319    
4383497.6409     -812632.2828    
4383497.6409     -801500.3337    
4383497.6409     -790368.3846    
4383497.6409     -779236.4356    
4383497.6409     -768104.4865    
4383497.6409     -756972.5374    
4383497.6409     -745840.5883    
4383497.6409     -734708.6392    
4383497.6409     -723576.6902    
4383497.6409     -712444.7411    
4383497.6409     -701312.792     
4383497.6409     -690180.8429    
4383497.6409     -679048.8938    
4383497.6409     -667916.9448    
4383497.6409     -656784.9957    
4383497.6409     -645653.0466    
4383497.6409     -634521.0975    
4383497.6409     -623389.1484    
4383497.6409     -612257.1994    
4383497.6409     -601125.2503    
4383497.6409     -589993.3012    
4383497.6409     -578861.3521    
4383497.6409     -567729.403     
4383497.6409     -556597.454     
4383497.6409     -545465.5049    
4383497.6409     -534333.5558    
4383497.6409     -523201.6067    
4383497.6409     -512069.6576    
4383497.6409     -500937.7086    
4383497.6409     -489805.7595    
4383497.6409     -478673.8104    
4383497.6409     -467541.8613    
4383497.6409     -456409.9123    
4383497.6409     -445277.9632    
4383497.6409     -434146.0141    
4383497.6409     -423014.065     
4383497.6409     -411882.1159    
4383497.6409     -400750.1669    
4383497.6409     -389618.2178    
4383497.6409     -378486.2687    
4383497.6409     -367354.3196    
4383497.6409     -356222.3705    
4383497.6409     -345090.4215    
4383497.6409     -333958.4724    
4383497.6409     -322826.5233    
4383497.6409     -311694.5742    
4383497.6409     -300562.6251    
4383497.6409     -289430.6761    
4383497.6409     -278298.727     
4383497.6409     -267166.7779    
4383497.6409     -256034.8288    
4383497.6409     -244902.8797    
4383497.6409     -233770.9307    
4383497.6409     -222638.9816    
4383497.6409     -211507.0325    
4383497.6409     -200375.0834    
4383497.6409     -189243.1343    
4383497.6409     -178111.1853    
4383497.6409     -166979.2362    
4383497.6409     -155847.2871    
4383497.6409     -144715.338     
4383497.6409     -133583.389     
4383497.6409     -122451.4399    
4383497.6409     -111319.4908    
4383497.6409     -100187.5417    
4383497.6409     -89055.5926     
4383497.6409     -77923.6436     
4383497.6409     -66791.6945     
4383497.6409     -55659.7454     
4383497.6409     -44527.7963     
4383497.6409     -33395.8472     
4383497.6409     -22263.8982     
4383497.6409     -11131.9491     
4383497.6409     0.0             
4383497.6409     11131.9491      
4383497.6409     22263.8982      
4383497.6409     33395.8472      
4383497.6409     44527.7963      
4383497.6409     55659.7454      
4383497.6409     66791.6945      
4383497.6409     77923.6436      
4383497.6409     89055.5926      
4383497.6409     100187.5417     
4383497.6409     111319.4908     
4383497.6409     122451.4399     
4383497.6409     133583.389      
4383497.6409     144715.338      
4383497.6409     155847.2871     
4383497.6409     166979.2362     
4383497.6409     178111.1853     
4383497.6409     189243.1343     
4383497.6409     200375.0834     
4383497.6409     211507.0325     
4383497.6409     222638.9816     
4383497.6409     233770.9307     
4383497.6409     244902.8797     
4383497.6409     256034.8288     
4383497.6409     267166.7779     
4383497.6409     278298.727      
4383497.6409     289430.6761     
4383497.6409     300562.6251     
4383497.6409     311694.5742     
4383497.6409     322826.5233     
4383497.6409     333958.4724     
4383497.6409     345090.4215     
4383497.6409     356222.3705     
4383497.6409     367354.3196     
4383497.6409     378486.2687     
4383497.6409     389618.2178     
4383497.6409     400750.1669     
4383497.6409     411882.1159     
4383497.6409     423014.065      
4383497.6409     434146.0141     
4383497.6409     445277.9632     
4383497.6409     456409.9123     
4383497.6409     467541.8613     
4383497.6409     478673.8104     
4383497.6409     489805.7595     
4397372.7445     -1035271.2644   
4397372.7445     -1024139.3153   
4397372.7445     -1013007.3662   
4397372.7445     -1001875.4171   
4397372.7445     -990743.4681    
4397372.7445     -979611.519     
4397372.7445     -968479.5699    
4397372.7445     -957347.6208    
4397372.7445     -946215.6717    
4397372.7445     -935083.7227    
