Lattitude        Longitude       
4116760.7777     926662.0192     
4117216.0415     935556.6765     
4117680.7578     944451.6953     
4118154.9307     953347.0827     
4118638.5643     962242.846      
4119131.6628     971138.9924     
4119634.2304     980035.5291     
4120146.2715     988932.4634     
4120667.7906     997829.8023     
4121198.7921     1006727.5531    
4121739.2807     1015625.7229    
4122289.2611     1024524.319     
4122848.738      1033423.3484    
4123417.7163     1042322.8183    
4123996.2009     1051222.7359    
4124584.1969     1060123.1082    
4125181.7093     1069023.9424    
4125788.7433     1077925.2455    
4126405.3043     1086827.0246    
4127031.3974     1095729.2869    
4127667.0283     1104632.0394    
4128312.2023     1113535.289     
4128966.9251     1122439.043     
4129631.2024     1131343.3082    
4130305.04       1140248.0918    
4130988.4436     1149153.4007    
4131681.4193     1158059.2418    
4135695.9929     -59382.2426     
4135107.4284     -50493.7612     
4134528.384      -41605.7282     
4133958.8548     -32718.1366     
4133398.8358     -23830.9795     
4132848.3223     -14944.2496     
4132307.3093     -6057.9402      
4131775.7923     2827.9561       
4131253.7667     11713.4461      
4130741.228      20598.5371      
4130238.1717     29483.236       
4129744.5934     38367.55        
4129260.489      47251.4862      
4128785.8542     56135.0517      
4128320.685      65018.2536      
4127864.9773     73901.099       
4127418.7272     82783.5952      
4126981.9308     91665.7491      
4126554.5844     100547.5681     
4126136.6842     109429.0593     
4125728.2267     118310.2297     
4125329.2084     127191.0867     
4124939.6257     136071.6374     
4124559.4753     144951.889      
4124188.7541     153831.8488     
4123827.4586     162711.5238     
4123475.5859     171590.9213     
4123133.1329     180470.0486     
4122800.0966     189348.9129     
4122476.4741     198227.5214     
4122162.2627     207105.8814     
4121857.4597     215984.0        
4121562.0624     224861.8847     
4121276.0683     233739.5425     
4120999.4749     242616.9808     
4120732.2798     251494.2069     
4120474.4807     260371.228      
4120226.0755     269248.0513     
4119987.0618     278124.6843     
4119757.4378     287001.1341     
4119537.2013     295877.4081     
4119326.3506     304753.5136     
4119124.8837     313629.4578     
4118932.799      322505.2481     
4118750.0948     331380.8917     
4118576.7695     340256.3961     
4118412.8216     349131.7684     
4118258.2497     358007.016      
4118113.0525     366882.1463     
4117977.2287     375757.1665     
4117850.7772     384632.084      
4117733.6968     393506.9061     
4117625.9865     402381.6401     
4117527.6455     411256.2934     
4117438.6728     420130.8733     
4117359.0678     429005.3871     
4117288.8297     437879.8422     
4117227.9578     446754.2459     
4117176.4518     455628.6056     
4117134.3111     464502.9285     
4117101.5354     473377.2221     
4117078.1243     482251.4936     
4117064.0778     491125.7505     
4117059.3956     500000.0        
4117064.0778     508874.2495     
4117078.1243     517748.5064     
4117101.5354     526622.7779     
4117134.3111     535497.0715     
4117176.4518     544371.3944     
4117227.9578     553245.7541     
4117288.8297     562120.1578     
4117359.0678     570994.6129     
4117438.6728     579869.1267     
4117527.6455     588743.7066     
4117625.9865     597618.3599     
4117733.6968     606493.0939     
4117850.7772     615367.916      
4117977.2287     624242.8335     
4118113.0525     633117.8537     
4118258.2497     641992.984      
4118412.8216     650868.2316     
4118576.7695     659743.6039     
4118750.0948     668619.1083     
4118932.799      677494.7519     
4119124.8837     686370.5422     
4119326.3506     695246.4864     
4119537.2013     704122.5919     
4119757.4378     712998.8659     
4119987.0618     721875.3157     
4120226.0755     730751.9487     
4120474.4807     739628.772      
4120732.2798     748505.7931     
4120999.4749     757383.0192     
4121276.0683     766260.4575     
4121562.0624     775138.1153     
4121857.4597     784016.0        
4122162.2627     792894.1186     
4122476.4741     801772.4786     
4122800.0966     810651.0871     
4123133.1329     819529.9514     
4123475.5859     828409.0787     
4123827.4586     837288.4762     
4124188.7541     846168.1512     
4124559.4753     855048.111      
4124939.6257     863928.3626     
4125329.2084     872808.9133     
4125728.2267     881689.7703     
4126136.6842     890570.9407     
4126554.5844     899452.4319     
4126981.9308     908334.2509     
4127418.7272     917216.4048     
4127864.9773     926098.901      
4128320.685      934981.7464     
4128785.8542     943864.9483     
4129260.489      952748.5138     
4129744.5934     961632.45       
4130238.1717     970516.764      
4130741.228      979401.4629     
4131253.7667     988286.5539     
4131775.7923     997172.0439     
4132307.3093     1006057.9402    
4132848.3223     1014944.2496    
4133398.8358     1023830.9795    
4133958.8548     1032718.1366    
4134528.384      1041605.7282    
4135107.4284     1050493.7612    
4135695.9929     1059382.2426    
4136294.0827     1068271.1794    
4136901.7029     1077160.5787    
4137518.8588     1086050.4474    
4138145.5557     1094940.7925    
4138781.799      1103831.621     
4139427.5942     1112722.9397    
4140082.947      1121614.7557    
4140747.8629     1130507.0758    
4141422.3478     1139399.907     
4142106.4074     1148293.2562    
4142800.0478     1157187.1301    
4146807.7494     -58639.6742     
4146218.6235     -49763.1105     
4145639.0264     -40886.989      
4145068.9533     -32011.3027     
4144508.3991     -23136.0447     
4143957.359      -14261.208      
4143415.8284     -5386.7857      
4142883.8024     3487.229        
4142361.2767     12360.8433      
4141848.2465     21234.0641      
4141344.7077     30106.8983      
4140850.6557     38979.3529      
4140366.0864     47851.4351      
4139890.9955     56723.1517      
4139425.3791     65594.5097      
4138969.233      74465.5163      
4138522.5534     83336.1785      
4138085.3364     92206.5033      
4137657.5783     101076.4977     
4137239.2753     109946.1688     
4136830.424      118815.5238     
4136431.0206     127684.5696     
4136041.062      136553.3133     
4135660.5445     145421.7622     
4135289.4651     154289.9231     
4134927.8205     163157.8034     
4134575.6075     172025.41       
4134232.8233     180892.7501     
4133899.4647     189759.8308     
4133575.529      198626.6593     
4133261.0134     207493.2427     
4132955.9151     216359.5881     
4132660.2316     225225.7027     
4132373.9603     234091.5937     
4132097.0987     242957.2681     
4131829.6444     251822.7333     
4131571.5952     260687.9963     
4131322.9488     269553.0643     
4131083.7032     278417.9446     
4130853.8561     287282.6442     
4130633.4058     296147.1704     
4130422.3502     305011.5304     
4130220.6876     313875.7314     
4130028.4161     322739.7806     
4129845.5343     331603.6851     
4129672.0405     340467.4523     
4129507.9331     349331.0893     
4129353.2109     358194.6032     
4129207.8724     367058.0015     
4129071.9164     375921.2912     
4128945.3418     384784.4796     
4128828.1475     393647.5739     
4128720.3324     402510.5813     
4128621.8956     411373.5092     
4128532.8363     420236.3646     
4128453.1538     429099.1549     
4128382.8472     437961.8872     
4128321.9161     446824.5689     
4128270.3599     455687.2071     
4128228.1781     464549.8092     
4128195.3705     473412.3822     
4128171.9367     482274.9335     
4128157.8764     491137.4704     
4128153.1897     500000.0        
4128157.8764     508862.5296     
4128171.9367     517725.0665     
4128195.3705     526587.6178     
4128228.1781     535450.1908     
4128270.3599     544312.7929     
4128321.9161     553175.4311     
4128382.8472     562038.1128     
4128453.1538     570900.8451     
4128532.8363     579763.6354     
4128621.8956     588626.4908     
4128720.3324     597489.4187     
4128828.1475     606352.4261     
4128945.3418     615215.5204     
4129071.9164     624078.7088     
4129207.8724     632941.9985     
4129353.2109     641805.3968     
4129507.9331     650668.9107     
4129672.0405     659532.5477     
4129845.5343     668396.3149     
4130028.4161     677260.2194     
4130220.6876     686124.2686     
4130422.3502     694988.4696     
4130633.4058     703852.8296     
4130853.8561     712717.3558     
4131083.7032     721582.0554     
4131322.9488     730446.9357     
4131571.5952     739312.0037     
4131829.6444     748177.2667     
4132097.0987     757042.7319     
4132373.9603     765908.4063     
4132660.2316     774774.2973     
4132955.9151     783640.4119     
4133261.0134     792506.7573     
4133575.529      801373.3407     
4133899.4647     810240.1692     
4134232.8233     819107.2499     
4134575.6075     827974.59       
4134927.8205     836842.1966     
4135289.4651     845710.0769     
4135660.5445     854578.2378     
4136041.062      863446.6867     
4136431.0206     872315.4304     
4136830.424      881184.4762     
4137239.2753     890053.8312     
4137657.5783     898923.5023     
4138085.3364     907793.4967     
4138522.5534     916663.8215     
4138969.233      925534.4837     
4139425.3791     934405.4903     
4139890.9955     943276.8483     
4140366.0864     952148.5649     
4140850.6557     961020.6471     
4141344.7077     969893.1017     
4141848.2465     978765.9359     
4142361.2767     987639.1567     
4142883.8024     996512.771      
4143415.8284     1005386.7857    
4143957.359      1014261.208     
4144508.3991     1023136.0447    
4145068.9533     1032011.3027    
4145639.0264     1040886.989     
4146218.6235     1049763.1105    
4146807.7494     1058639.6742    
4147406.4092     1067516.6869    
4148014.6081     1076394.1556    
4148632.3514     1085272.087     
4149259.6443     1094150.4881    
4149896.4923     1103029.3658    
4150542.9009     1111908.7268    
4151198.8755     1120788.578     
4151864.422      1129668.9262    
4152539.5459     1138549.7783    
4153224.2532     1147431.1409    
4153918.5497     1156313.021     
4157919.4661     -57895.4054     
4157329.7861     -49030.7863     
4156749.6435     -40166.603      
4156179.0333     -31302.8488     
4155617.9508     -22439.5167     
4155066.391      -13576.6        
4154524.3492     -4714.0919      
4153991.8208     4148.0146       
4153468.8013     13009.7262      
4152955.2861     21871.0499      
4152451.2708     30731.9925      
4151956.7511     39592.5609      
4151471.7228     48452.7621      
4150996.1817     57312.6029      
4150530.1237     66172.0902      
4150073.5448     75031.2311      
4149626.4412     83890.0323      
4149188.8089     92748.5009      
4148760.6443     101606.6438     
4148341.9437     110464.468      
4147932.7034     119321.9805     
4147532.92       128179.1881     
4147142.59       137036.098      
4146761.7102     145892.7171     
4146390.2771     154749.0523     
4146028.2877     163605.1108     
4145675.7389     172460.8995     
4145332.6276     181316.4254     
4144998.9509     190171.6956     
4144674.7058     199026.717      
4144359.8898     207881.4968     
4144054.5        216736.042      
4143758.5338     225590.3596     
4143471.9887     234444.4567     
4143194.8623     243298.3403     
4142927.1521     252152.0175     
4142668.856      261005.4954     
4142419.9715     269858.781      
4142180.4968     278711.8815     
4141950.4296     287564.8039     
4141729.768      296417.5553     
4141518.5101     305270.1428     
4141316.6541     314122.5735     
4141124.1984     322974.8545     
4140941.1411     331826.9929     
4140767.4809     340678.9958     
4140603.2161     349530.8704     
4140448.3453     358382.6237     
4140302.8674     367234.2628     
4140166.7809     376085.795      
4140040.0848     384937.2272     
4139922.7779     393788.5666     
4139814.8592     402639.8204     
4139716.3279     411490.9957     
4139627.1831     420342.0996     
4139547.424      429193.1393     
4139477.0499     438044.1218     
4139416.0602     446895.0544     
4139364.4545     455745.9441     
4139322.2322     464596.7981     
4139289.393      473447.6236     
4139265.9367     482298.4276     
4139251.8629     491149.2174     
4139247.1717     500000.0        
4139251.8629     508850.7826     
4139265.9367     517701.5724     
4139289.393      526552.3764     
4139322.2322     535403.2019     
4139364.4545     544254.0559     
4139416.0602     553104.9456     
4139477.0499     561955.8782     
4139547.424      570806.8607     
4139627.1831     579657.9004     
4139716.3279     588509.0043     
4139814.8592     597360.1796     
4139922.7779     606211.4334     
4140040.0848     615062.7728     
4140166.7809     623914.205      
4140302.8674     632765.7372     
4140448.3453     641617.3763     
4140603.2161     650469.1296     
4140767.4809     659321.0042     
4140941.1411     668173.0071     
4141124.1984     677025.1455     
4141316.6541     685877.4265     
4141518.5101     694729.8572     
4141729.768      703582.4447     
4141950.4296     712435.1961     
4142180.4968     721288.1185     
4142419.9715     730141.219      
4142668.856      738994.5046     
4142927.1521     747847.9825     
4143194.8623     756701.6597     
4143471.9887     765555.5433     
4143758.5338     774409.6404     
4144054.5        783263.958      
4144359.8898     792118.5032     
4144674.7058     800973.283      
4144998.9509     809828.3044     
4145332.6276     818683.5746     
4145675.7389     827539.1005     
4146028.2877     836394.8892     
4146390.2771     845250.9477     
4146761.7102     854107.2829     
4147142.59       862963.902      
4147532.92       871820.8119     
4147932.7034     880678.0195     
4148341.9437     889535.532      
4148760.6443     898393.3562     
4149188.8089     907251.4991     
4149626.4412     916109.9677     
4150073.5448     924968.7689     
4150530.1237     933827.9098     
4150996.1817     942687.3971     
4151471.7228     951547.2379     
4151956.7511     960407.4391     
4152451.2708     969268.0075     
4152955.2861     978128.9501     
4153468.8013     986990.2738     
4153991.8208     995851.9854     
4154524.3492     1004714.0919    
4155066.391      1013576.6       
4155617.9508     1022439.5167    
4156179.0333     1031302.8488    
4156749.6435     1040166.603     
4157329.7861     1049030.7863    
4157919.4661     1057895.4054    
4158518.6887     1066760.4672    
4159127.459      1075625.9784    
4159745.7821     1084491.9458    
4160373.6634     1093358.3761    
4161011.1083     1102225.2762    
4161658.1222     1111092.6527    
4162314.7108     1119960.5124    
4162980.8796     1128828.862     
4163656.6343     1137697.7082    
4164341.9808     1146567.0576    
4165036.9249     1155436.9171    
4169031.1433     -57149.4385     
4168440.9163     -48296.7907     
4167860.2351     -39444.5724     
4167289.095      -30592.777      
4166727.4909     -21741.3977     
4166175.4181     -12890.4279     
4165632.8719     -4039.8607      
4165099.8476     4810.3107       
4164576.3406     13660.0928      
4164062.3466     22509.4926      
4163557.861      31358.5167      
4163062.8797     40207.1721      
4162577.3983     49055.4654      
4162101.4127     57903.4036      
4161634.9189     66750.9933      
4161177.9128     75598.2415      
4160730.3906     84445.1549      
4160292.3484     93291.7405      
4159863.7826     102138.005      
4159444.6893     110983.9554     
4159035.0652     119829.5984     
4158634.9065     128674.941      
4158244.2101     137519.99       
4157862.9724     146364.7524     
4157491.1903     155209.235      
4157128.8605     164053.4448     
4156775.9801     172897.3886     
4156432.5459     181741.0733     
4156098.555      190584.506      
4155774.0047     199427.6935     
4155458.892      208270.6427     
4155153.2144     217113.3606     
4154856.9692     225955.8542     
4154570.1539     234798.1304     
4154292.766      243640.1962     
4154024.8032     252482.0585     
4153766.2632     261323.7243     
4153517.1437     270165.2005     
4153277.4427     279006.4942     
4153047.1582     287847.6124     
4152826.288      296688.562      
4152614.8304     305529.35       
4152412.7836     314369.9834     
4152220.1458     323210.4692     
4152036.9154     332050.8144     
4151863.0908     340891.0261     
4151698.6706     349731.1112     
4151543.6533     358571.0768     
4151398.0376     367410.9298     
4151261.8223     376250.6773     
4151135.0061     385090.3263     
4151017.5882     393929.8839     
4150909.5673     402769.357      
4150810.9426     411608.7527     
4150721.7133     420448.0781     
4150641.8786     429287.3401     
4150571.4379     438126.5458     
4150510.3904     446965.7022     
4150458.7357     455804.8163     
4150416.4734     464643.8953     
4150383.6031     473482.9461     
4150360.1245     482321.9758     
4150346.0375     491160.9914     
4150341.3418     500000.0        
4150346.0375     508839.0086     
4150360.1245     517678.0242     
4150383.6031     526517.0539     
4150416.4734     535356.1047     
4150458.7357     544195.1837     
4150510.3904     553034.2978     
4150571.4379     561873.4542     
4150641.8786     570712.6599     
4150721.7133     579551.9219     
4150810.9426     588391.2473     
4150909.5673     597230.643      
4151017.5882     606070.1161     
4151135.0061     614909.6737     
4151261.8223     623749.3227     
4151398.0376     632589.0702     
4151543.6533     641428.9232     
4151698.6706     650268.8888     
4151863.0908     659108.9739     
4152036.9154     667949.1856     
4152220.1458     676789.5308     
4152412.7836     685630.0166     
4152614.8304     694470.65       
4152826.288      703311.438      
4153047.1582     712152.3876     
4153277.4427     720993.5058     
4153517.1437     729834.7995     
4153766.2632     738676.2757     
4154024.8032     747517.9415     
4154292.766      756359.8038     
4154570.1539     765201.8696     
4154856.9692     774044.1458     
4155153.2144     782886.6394     
4155458.892      791729.3573     
4155774.0047     800572.3065     
4156098.555      809415.494      
4156432.5459     818258.9267     
4156775.9801     827102.6114     
4157128.8605     835946.5552     
4157491.1903     844790.765      
4157862.9724     853635.2476     
4158244.2101     862480.01       
4158634.9065     871325.059      
4159035.0652     880170.4016     
4159444.6893     889016.0446     
4159863.7826     897861.995      
4160292.3484     906708.2595     
4160730.3906     915554.8451     
4161177.9128     924401.7585     
4161634.9189     933249.0067     
4162101.4127     942096.5964     
4162577.3983     950944.5346     
4163062.8797     959792.8279     
4163557.861      968641.4833     
4164062.3466     977490.5074     
4164576.3406     986339.9072     
4165099.8476     995189.6893     
4165632.8719     1004039.8607    
4166175.4181     1012890.4279    
4166727.4909     1021741.3977    
4167289.095      1030592.777     
4167860.2351     1039444.5724    
4168440.9163     1048296.7907    
4169031.1433     1057149.4385    
4169630.9213     1066002.5225    
4170240.2554     1074856.0495    
4170859.1508     1083710.0261    
4171487.6128     1092564.4589    
4172125.6468     1101419.3547    
4172773.2582     1110274.72      
4173430.4526     1119130.5615    
4174097.2355     1127986.8857    
4174773.6128     1136843.6994    
4175459.5901     1145701.009     
4176155.1734     1154558.8212    
4180142.7807     -56401.7756     
4179552.014      -47561.1259     
4178970.8015     -38720.8994     
4178399.1383     -29881.0896     
4177837.0196     -21041.6899     
4177284.4405     -12202.6936     
4176741.3964     -3364.0941      
4176207.8827     5474.1153       
4175683.8947     14311.9412      
4175169.4281     23149.3902      
4174664.4785     31986.4692      
4174169.0415     40823.1846      
4173683.113      49659.5433      
4173206.6887     58495.5519      
4172739.7647     67331.2172      
4172282.337      76166.5459      
4171834.4017     85001.5447      
4171395.955      93836.2203      
4170966.9931     102670.5796     
4170547.5124     111504.6292     
4170137.5093     120338.3759     
4169736.9803     129171.8266     
4169345.9221     138004.9879     
4168964.3313     146837.8667     
4168592.2046     155670.4698     
4168229.5389     164502.8039     
4167876.3311     173334.8759     
4167532.5783     182166.6926     
4167198.2774     190998.2608     
4166873.4256     199829.5874     
4166558.0202     208660.6791     
4166252.0585     217491.5429     
4165955.5378     226322.1855     
4165668.4558     235152.6139     
4165390.8098     243982.8349     
4165122.5976     252812.8553     
4164863.8169     261642.682      
4164614.4655     270472.3219     
4164374.5412     279301.7819     
4164144.0421     288131.0688     
4163922.9661     296960.1896     
4163711.3114     305789.1511     
4163509.0762     314617.9602     
4163316.2587     323446.6239     
4163132.8574     332275.149      
4162958.8706     341103.5424     
4162794.2969     349931.8111     
4162639.1349     358759.9619     
4162493.3832     367588.0019     
4162357.0407     376415.9378     
4162230.1061     385243.7766     
4162112.5785     394071.5253     
4162004.4567     402899.1907     
4161905.7399     411726.7798     
4161816.4272     420554.2996     
4161736.5179     429381.7569     
4161666.0113     438209.1587     
4161604.9068     447036.512      
4161553.2038     455863.8236     
4161510.902      464691.1005     
4161478.001      473518.3497     
4161454.5005     482345.578      
4161440.4002     491172.7925     
4161435.7001     500000.0        
4161440.4002     508827.2075     
4161454.5005     517654.422      
4161478.001      526481.6503     
4161510.902      535308.8995     
4161553.2038     544136.1764     
4161604.9068     552963.488      
4161666.0113     561790.8413     
4161736.5179     570618.2431     
4161816.4272     579445.7004     
4161905.7399     588273.2202     
4162004.4567     597100.8093     
4162112.5785     605928.4747     
4162230.1061     614756.2234     
4162357.0407     623584.0622     
4162493.3832     632411.9981     
4162639.1349     641240.0381     
4162794.2969     650068.1889     
4162958.8706     658896.4576     
4163132.8574     667724.851      
4163316.2587     676553.3761     
4163509.0762     685382.0398     
4163711.3114     694210.8489     
4163922.9661     703039.8104     
4164144.0421     711868.9312     
4164374.5412     720698.2181     
4164614.4655     729527.6781     
4164863.8169     738357.318      
4165122.5976     747187.1447     
4165390.8098     756017.1651     
4165668.4558     764847.3861     
4165955.5378     773677.8145     
4166252.0585     782508.4571     
4166558.0202     791339.3209     
4166873.4256     800170.4126     
4167198.2774     809001.7392     
4167532.5783     817833.3074     
4167876.3311     826665.1241     
4168229.5389     835497.1961     
4168592.2046     844329.5302     
4168964.3313     853162.1333     
4169345.9221     861995.0121     
4169736.9803     870828.1734     
4170137.5093     879661.6241     
4170547.5124     888495.3708     
4170966.9931     897329.4204     
4171395.955      906163.7797     
4171834.4017     914998.4553     
4172282.337      923833.4541     
4172739.7647     932668.7828     
4173206.6887     941504.4481     
4173683.113      950340.4567     
4174169.0415     959176.8154     
4174664.4785     968013.5308     
4175169.4281     976850.6098     
4175683.8947     985688.0588     
4176207.8827     994525.8847     
4176741.3964     1003364.0941    
4177284.4405     1012202.6936    
4177837.0196     1021041.6899    
4178399.1383     1029881.0896    
4178970.8015     1038720.8994    
4179552.014      1047561.1259    
4180142.7807     1056401.7756    
4180743.1068     1065242.8553    
4181352.9973     1074084.3713    
4181972.4575     1082926.3304    
4182601.4925     1091768.739     
4183240.1077     1100611.6038    
4183888.3087     1109454.9312    
4184546.1009     1118298.7278    
4185213.4899     1127143.0001    
4185890.4814     1135987.7546    
4186577.0812     1144832.9977    
4187273.2951     1153678.7359    
4191254.3785     -55652.4192     
4190663.0792     -46823.7942     
4190081.3424     -37995.5863     
4189509.1632     -29167.7888     
4188946.5367     -20340.3953     
4188393.4581     -11513.3993     
4187849.9228     -2686.7942      
4187315.9261     6139.4265       
4186791.4636     14965.2693      
4186276.5307     23790.7409      
4185771.1231     32615.8478      
4185275.2366     41440.5966      
4184788.8668     50264.9938      
4184312.0097     59089.0462      
4183844.6613     67912.7602      
4183386.8175     76736.1426      
4182938.4746     85559.1999      
4182499.6286     94381.9388      
4182070.2759     103204.366      
4181650.4128     112026.488      
4181240.0358     120848.3116     
4180839.1414     129669.8435     
4180447.7262     138491.0902     
4180065.7869     147312.0586     
4179693.3202     156132.7552     
4179330.323      164953.1868     
4178976.7922     173773.3602     
4178632.7249     182593.2819     
4178298.118      191412.9588     
4177972.9688     200232.3976     
4177657.2745     209051.6049     
4177351.0324     217870.5876     
4177054.2399     226689.3524     
4176766.8946     235507.9061     
4176488.994      244326.2553     
4176220.5357     253144.4069     
4175961.5174     261962.3677     
4175711.9371     270780.1443     
4175471.7924     279597.7436     
4175241.0815     288415.1724     
4175019.8024     297232.4374     
4174807.9531     306049.5455     
4174605.532      314866.5034     
4174412.5372     323683.318      
4174228.9671     332499.996      
4174054.8203     341316.5442     
4173890.0951     350132.9695     
4173734.7903     358949.2786     
4173588.9044     367765.4785     
4173452.4364     376581.5758     
4173325.3849     385397.5775     
4173207.749      394213.4903     
4173099.5277     403029.3211     
4173000.7199     411845.0767     
4172911.3249     420660.7639     
4172831.342      429476.3896     
4172760.7704     438291.9606     
4172699.6096     447107.4837     
4172647.859      455922.9658     
4172605.5182     464738.4136     
4172572.5868     473553.8342     
4172549.0646     482369.2342     
4172534.9514     491184.6205     
4172530.247      500000.0        
4172534.9514     508815.3795     
4172549.0646     517630.7658     
4172572.5868     526446.1658     
4172605.5182     535261.5864     
4172647.859      544077.0342     
4172699.6096     552892.5163     
4172760.7704     561708.0394     
4172831.342      570523.6104     
4172911.3249     579339.2361     
4173000.7199     588154.9233     
4173099.5277     596970.6789     
4173207.749      605786.5097     
4173325.3849     614602.4225     
4173452.4364     623418.4242     
4173588.9044     632234.5215     
4173734.7903     641050.7214     
4173890.0951     649867.0305     
4174054.8203     658683.4558     
4174228.9671     667500.004      
4174412.5372     676316.682      
4174605.532      685133.4966     
4174807.9531     693950.4545     
4175019.8024     702767.5626     
4175241.0815     711584.8276     
4175471.7924     720402.2564     
4175711.9371     729219.8557     
4175961.5174     738037.6323     
4176220.5357     746855.5931     
4176488.994      755673.7447     
4176766.8946     764492.0939     
4177054.2399     773310.6476     
4177351.0324     782129.4124     
4177657.2745     790948.3951     
4177972.9688     799767.6024     
4178298.118      808587.0412     
4178632.7249     817406.7181     
4178976.7922     826226.6398     
4179330.323      835046.8132     
4179693.3202     843867.2448     
4180065.7869     852687.9414     
4180447.7262     861508.9098     
4180839.1414     870330.1565     
4181240.0358     879151.6884     
4181650.4128     887973.512      
4182070.2759     896795.634      
4182499.6286     905618.0612     
4182938.4746     914440.8001     
4183386.8175     923263.8574     
4183844.6613     932087.2398     
4184312.0097     940910.9538     
4184788.8668     949735.0062     
4185275.2366     958559.4034     
4185771.1231     967384.1522     
4186276.5307     976209.2591     
4186791.4636     985034.7307     
4187315.9261     993860.5735     
4187849.9228     1002686.7942    
4188393.4581     1011513.3993    
4188946.5367     1020340.3953    
4189509.1632     1029167.7888    
4190081.3424     1037995.5863    
4190663.0792     1046823.7942    
4191254.3785     1055652.4192    
4191855.2453     1064481.4677    
4192465.6848     1073310.9462    
4193085.702      1082140.8611    
4193715.3024     1090971.2189    
4194354.4911     1099802.026     
4195003.2737     1108633.2889    
4195661.6556     1117465.014     
4196329.6425     1126297.2077    
4197007.2399     1135129.8764    
4197694.4538     1143963.0264    
4198391.2898     1152796.6642    
4202365.9365     -54901.3715     
4201774.1119     -46084.798      
4201191.8579     -37268.6351     
4200619.1696     -28452.8766     
4200056.0422     -19637.5161     
4199502.4709     -10822.5471     
4198958.451      -2007.9631      
4198423.978      6806.2422       
4197899.0472     15620.0753      
4197383.6544     24433.5427      
4196877.795      33246.6508      
4196381.465      42059.4061      
4195894.6599     50871.8152      
4195417.3758     59683.8845      
4194949.6086     68495.6205      
4194491.3544     77307.0298      
4194042.6092     86118.1189      
4193603.3694     94928.8943      
4193173.6311     103739.3626     
4192753.3908     112549.5302     
4192342.6449     121359.4039     
4191941.39       130168.9901     
4191549.6226     138978.2955     
4191167.3394     147787.3266     
4190794.5372     156596.0899     
4190431.2129     165404.5922     
4190077.3635     174212.8401     
4189732.9858     183020.84       
4189398.077      191828.5987     
4189072.6343     200636.1228     
4188756.6549     209443.419      
4188450.1362     218250.4937     
4188153.0756     227057.3538     
4187865.4705     235864.0058     
4187587.3186     244670.4565     
4187318.6174     253476.7124     
4187059.3648     262282.7803     
4186809.5585     271088.6667     
4186569.1965     279894.3785     
4186338.2766     288699.9222     
4186116.797      297505.3046     
4185904.7557     306310.5324     
4185702.1511     315115.6121     
4185508.9813     323920.5507     
4185325.2448     332725.3546     
4185150.94       341530.0308     
4184986.0654     350334.5858     
4184830.6197     359139.0263     
4184684.6014     367943.3592     
4184548.0095     376747.591      
4184420.8427     385551.7286     
4184303.1        394355.7786     
4184194.7803     403159.7478     
4184095.8828     411963.6429     
4184006.4066     420767.4707     
4183926.351      429571.2378     
4183855.7153     438374.951      
4183794.4989     447178.617      
4183742.7013     455982.2426     
4183700.322      464785.8345     
4183667.3607     473589.3995     
4183643.8172     482392.9442     
4183629.6911     491196.4755     
4183624.9824     500000.0        
4183629.6911     508803.5245     
4183643.8172     517607.0558     
4183667.3607     526410.6005     
4183700.322      535214.1655     
4183742.7013     544017.7574     
4183794.4989     552821.383      
4183855.7153     561625.049      
4183926.351      570428.7622     
4184006.4066     579232.5293     
4184095.8828     588036.3571     
4184194.7803     596840.2522     
4184303.1        605644.2214     
4184420.8427     614448.2714     
4184548.0095     623252.409      
4184684.6014     632056.6408     
4184830.6197     640860.9737     
4184986.0654     649665.4142     
4185150.94       658469.9692     
4185325.2448     667274.6454     
4185508.9813     676079.4493     
4185702.1511     684884.3879     
4185904.7557     693689.4676     
4186116.797      702494.6954     
4186338.2766     711300.0778     
4186569.1965     720105.6215     
4186809.5585     728911.3333     
4187059.3648     737717.2197     
4187318.6174     746523.2876     
4187587.3186     755329.5435     
4187865.4705     764135.9942     
4188153.0756     772942.6462     
4188450.1362     781749.5063     
4188756.6549     790556.581      
4189072.6343     799363.8772     
4189398.077      808171.4013     
4189732.9858     816979.16       
4190077.3635     825787.1599     
4190431.2129     834595.4078     
4190794.5372     843403.9101     
4191167.3394     852212.6734     
4191549.6226     861021.7045     
4191941.39       869831.0099     
4192342.6449     878640.5961     
4192753.3908     887450.4698     
4193173.6311     896260.6374     
4193603.3694     905071.1057     
4194042.6092     913881.8811     
4194491.3544     922692.9702     
4194949.6086     931504.3795     
4195417.3758     940316.1155     
4195894.6599     949128.1848     
4196381.465      957940.5939     
4196877.795      966753.3492     
4197383.6544     975566.4573     
4197899.0472     984379.9247     
4198423.978      993193.7578     
4198958.451      1002007.9631    
4199502.4709     1010822.5471    
4200056.0422     1019637.5161    
4200619.1696     1028452.8766    
4201191.8579     1037268.6351    
4201774.1119     1046084.798     
4202365.9365     1054901.3715    
4202967.3367     1063718.3622    
4203578.3176     1072535.7765    
4204198.8845     1081353.6206    
4204829.0424     1090171.9009    
4205468.7968     1098990.6238    
4206118.1531     1107809.7956    
4206777.1167     1116629.4226    
4207445.6932     1125449.5111    
4208123.8884     1134270.0674    
4208811.7078     1143091.0978    
4209509.1574     1151912.6085    
4213477.4547     -54148.6348     
4212885.112      -45344.1393     
4212302.348      -36540.0482     
4211729.1577     -27736.3554     
4211165.5362     -18933.0544     
4210611.479      -10130.139      
4210066.9811     -1327.6029      
