Lattitude        Longitude       
3998415.8341     743064.7268     
3998670.6753     752069.2926     
3998934.8055     761074.0949     
3999208.2271     770079.1418     
3999490.9427     779084.4419     
3999782.9546     788090.0035     
4000084.2655     797095.8349     
4000394.8782     806101.9447     
4000714.7954     815108.3411     
4001044.02       824115.0325     
4001382.5549     833122.0273     
4001730.4032     842129.3338     
4002087.568      851136.9604     
4002454.0525     860144.9155     
4002829.86       869153.2073     
4003214.9939     878161.8442     
4003609.4576     887170.8345     
4004013.2547     896180.1866     
4004426.3888     905189.9087     
4004848.8636     914200.0092     
4005280.6828     923210.4964     
4005721.8505     932221.3785     
4006172.3705     941232.6638     
4006632.2468     950244.3607     
4007101.4837     959256.4773     
4007580.0853     968269.022      
4008068.056      977282.0029     
4008565.4        986295.4284     
4009072.122      995309.3067     
4009588.2263     1004323.646     
4010113.7177     1013338.4544    
4010648.601      1022353.7403    
4011192.8808     1031369.5118    
4011746.5621     1040385.7771    
4012309.6499     1049402.5445    
4012882.1492     1058419.8219    
4013464.0652     1067437.6177    
4014055.4031     1076455.94      
4014656.1683     1085474.7969    
4015266.366      1094494.1965    
4015886.0019     1103514.147     
4016515.0815     1112534.6564    
4017153.6105     1121555.733     
4017801.5945     1130577.3846    
4018459.0394     1139599.6196    
4019125.9513     1148622.4458    
4019802.3359     1157645.8713    
4020488.1995     1166669.9043    
4024576.2556     -66713.9034     
4023993.6994     -57707.7278     
4023420.57       -48702.0642     
4022856.862      -39696.9044     
4022302.5706     -30692.2405     
4021757.6906     -21688.0643     
4021222.2173     -12684.3677     
4020696.1459     -3681.1427      
4020179.4716     5321.6189       
4019672.1897     14323.9251      
4019174.2959     23325.7841      
4018685.7855     32327.204       
4018206.6543     41328.193       
4017736.898      50328.7592      
4017276.5122     59328.9108      
4016825.493      68328.6558      
4016383.8363     77328.0026      
4015951.5381     86326.9593      
4015528.5946     95325.534       
4015115.0019     104323.7349     
4014710.7564     113321.5704     
4014315.8545     122319.0485     
4013930.2926     131316.1774     
4013554.0673     140312.9655     
4013187.1751     149309.421      
4012829.613      158305.552      
4012481.3775     167301.3668     
4012142.4657     176296.8736     
4011812.8744     185292.0808     
4011492.6008     194286.9965     
4011181.642      203281.6291     
4010879.9951     212275.9868     
4010587.6576     221270.0779     
4010304.6267     230263.9106     
4010030.9        239257.4933     
4009766.475      248250.8343     
4009511.3494     257243.9417     
4009265.5208     266236.824      
4009028.987      275229.4894     
4008801.746      284221.9463     
4008583.7958     293214.2029     
4008375.1343     302206.2676     
4008175.7597     311198.1487     
4007985.6702     320189.8545     
4007804.8642     329181.3933     
4007633.34       338172.7735     
4007471.096      347164.0034     
4007318.1309     356155.0913     
4007174.4432     365146.0456     
4007040.0317     374136.8746     
4006914.8952     383127.5867     
4006799.0326     392118.1901     
4006692.4427     401108.6933     
4006595.1248     410099.1046     
4006507.0778     419089.4323     
4006428.3011     428079.6848     
4006358.7938     437069.8705     
4006298.5555     446059.9977     
4006247.5855     455050.0747     
4006205.8833     464040.1099     
4006173.4488     473030.1117     
4006150.2814     482020.0884     
4006136.3811     491010.0484     
4006131.7476     500000.0        
4006136.3811     508989.9516     
4006150.2814     517979.9116     
4006173.4488     526969.8883     
4006205.8833     535959.8901     
4006247.5855     544949.9253     
4006298.5555     553940.0023     
4006358.7938     562930.1295     
4006428.3011     571920.3152     
4006507.0778     580910.5677     
4006595.1248     589900.8954     
4006692.4427     598891.3067     
4006799.0326     607881.8099     
4006914.8952     616872.4133     
4007040.0317     625863.1254     
4007174.4432     634853.9544     
4007318.1309     643844.9087     
4007471.096      652835.9966     
4007633.34       661827.2265     
4007804.8642     670818.6067     
4007985.6702     679810.1455     
4008175.7597     688801.8513     
4008375.1343     697793.7324     
4008583.7958     706785.7971     
4008801.746      715778.0537     
4009028.987      724770.5106     
4009265.5208     733763.176      
4009511.3494     742756.0583     
4009766.475      751749.1657     
4010030.9        760742.5067     
4010304.6267     769736.0894     
4010587.6576     778729.9221     
4010879.9951     787724.0132     
4011181.642      796718.3709     
4011492.6008     805713.0035     
4011812.8744     814707.9192     
4012142.4657     823703.1264     
4012481.3775     832698.6332     
4012829.613      841694.448      
4013187.1751     850690.579      
4013554.0673     859687.0345     
4013930.2926     868683.8226     
4014315.8545     877680.9515     
4014710.7564     886678.4296     
4015115.0019     895676.2651     
4015528.5946     904674.466      
4015951.5381     913673.0407     
4016383.8363     922671.9974     
4016825.493      931671.3442     
4017276.5122     940671.0892     
4017736.898      949671.2408     
4018206.6543     958671.807      
4018685.7855     967672.796      
4019174.2959     976674.2159     
4019672.1897     985676.0749     
4020179.4716     994678.3811     
4020696.1459     1003681.1427    
4021222.2173     1012684.3677    
4021757.6906     1021688.0643    
4022302.5706     1030692.2405    
4022856.862      1039696.9044    
4023420.57       1048702.0642    
4023993.6994     1057707.7278    
4024576.2556     1066713.9034    
4025168.2436     1075720.5989    
4025769.6688     1084727.8224    
4026380.5367     1093735.582     
4027000.8525     1102743.8857    
4027630.622      1111752.7413    
4028269.8508     1120762.1571    
4028918.5446     1129772.1408    
4029576.7091     1138782.7006    
4030244.3504     1147793.8443    
4030921.4744     1156805.58      
4031608.0872     1165817.9154    
4035688.4066     -65988.4638     
4035105.2175     -56993.9357     
4034531.4648     -47999.9132     
4033967.1436     -39006.3883     
4033412.2488     -30013.3529     
4032866.7754     -21020.7993     
4032330.7186     -12028.7193     
4031804.0736     -3037.1051      
4031286.8356     5954.0515       
4030779.0001     14944.7584      
4030280.5625     23935.0236      
4029791.5185     32924.8552      
4029311.8635     41914.2612      
4028841.5934     50903.2497      
4028380.7039     59891.8286      
4027929.191      68880.0061      
4027487.0506     77867.7902      
4027054.2787     86855.189       
4026630.8716     95842.2106      
4026216.8254     104828.863      
4025812.1364     113815.1545     
4025416.8011     122801.093      
4025030.8159     131786.6867     
4024654.1773     140771.9437     
4024286.8821     149756.8721     
4023928.9269     158741.4801     
4023580.3085     167725.7758     
4023241.0239     176709.7674     
4022911.07       185693.4629     
4022590.4439     194676.8706     
4022279.1427     203659.9986     
4021977.1636     212642.8551     
4021684.504      221625.4483     
4021401.1612     230607.7863     
4021127.1328     239589.8773     
4020862.4162     248571.7296     
4020607.0092     257553.3512     
4020360.9094     266534.7504     
4020124.1147     275515.9354     
4019896.6229     284496.9144     
4019678.432      293477.6956     
4019469.5401     302458.2872     
4019269.9453     311438.6975     
4019079.6459     320418.9346     
4018898.6401     329399.0069     
4018726.9263     338378.9224     
4018564.5031     347358.6894     
4018411.3688     356338.3162     
4018267.5223     365317.8111     
4018132.9622     374297.1821     
4018007.6873     383276.4377     
4017891.6965     392255.5859     
4017784.9888     401234.6352     
4017687.5632     410213.5936     
4017599.4188     419192.4695     
4017520.5549     428171.2711     
4017450.9707     437150.0067     
4017390.6657     446128.6845     
4017339.6393     455107.3128     
4017297.891      464085.8998     
4017265.4205     473064.4537     
4017242.2276     482042.9829     
4017228.3118     491021.4956     
4017223.6733     500000.0        
4017228.3118     508978.5044     
4017242.2276     517957.0171     
4017265.4205     526935.5463     
4017297.891      535914.1002     
4017339.6393     544892.6872     
4017390.6657     553871.3155     
4017450.9707     562849.9933     
4017520.5549     571828.7289     
4017599.4188     580807.5305     
4017687.5632     589786.4064     
4017784.9888     598765.3648     
4017891.6965     607744.4141     
4018007.6873     616723.5623     
4018132.9622     625702.8179     
4018267.5223     634682.1889     
4018411.3688     643661.6838     
4018564.5031     652641.3106     
4018726.9263     661621.0776     
4018898.6401     670600.9931     
4019079.6459     679581.0654     
4019269.9453     688561.3025     
4019469.5401     697541.7128     
4019678.432      706522.3044     
4019896.6229     715503.0856     
4020124.1147     724484.0646     
4020360.9094     733465.2496     
4020607.0092     742446.6488     
4020862.4162     751428.2704     
4021127.1328     760410.1227     
4021401.1612     769392.2137     
4021684.504      778374.5517     
4021977.1636     787357.1449     
4022279.1427     796340.0014     
4022590.4439     805323.1294     
4022911.07       814306.5371     
4023241.0239     823290.2326     
4023580.3085     832274.2242     
4023928.9269     841258.5199     
4024286.8821     850243.1279     
4024654.1773     859228.0563     
4025030.8159     868213.3133     
4025416.8011     877198.907      
4025812.1364     886184.8455     
4026216.8254     895171.137      
4026630.8716     904157.7894     
4027054.2787     913144.811      
4027487.0506     922132.2098     
4027929.191      931119.9939     
4028380.7039     940108.1714     
4028841.5934     949096.7503     
4029311.8635     958085.7388     
4029791.5185     967075.1448     
4030280.5625     976064.9764     
4030779.0001     985055.2416     
4031286.8356     994045.9485     
4031804.0736     1003037.1051    
4032330.7186     1012028.7193    
4032866.7754     1021020.7993    
4033412.2488     1030013.3529    
4033967.1436     1039006.3883    
4034531.4648     1047999.9132    
4035105.2175     1056993.9357    
4035688.4066     1065988.4638    
4036281.0376     1074983.5054    
4036883.1155     1083979.0684    
4037494.6459     1092975.1607    
4038115.6342     1101971.7903    
4038746.0859     1110968.965     
4039386.0067     1119966.6927    
4040035.4022     1128964.9814    
4040694.2783     1137963.8388    
4041362.6409     1146963.2729    
4042040.4959     1155963.2914    
4042727.8495     1164963.9023    
4046800.5184     -65261.3013     
4046216.7033     -56278.4479     
4045642.3346     -47296.0936     
4045077.407      -38314.2307     
4044521.9156     -29332.8513     
4043975.8554     -20351.9474     
4043439.2216     -11371.5113     
4042912.0094     -2391.535       
4042394.2142     6587.9893       
4041885.8312     15567.0697      
4041386.856      24545.7138      
4040897.2841     33523.9298      
4040417.1113     42501.7256      
4039946.3332     51479.109       
4039484.9456     60456.088       
4039032.9445     69432.6706      
4038590.3257     78408.8647      
4038157.0855     87384.6784      
4037733.22       96360.1195      
4037318.7253     105335.1962     
4036913.5978     114309.9163     
4036517.8338     123284.2879     
4036131.43       132258.3189     
4035754.3828     141232.0175     
4035386.6889     150205.3916     
4035028.3451     159178.4493     
4034679.3481     168151.1986     
4034339.6948     177123.6475     
4034009.3823     186095.804      
4033688.4075     195067.6763     
4033376.7678     204039.2724     
4033074.4601     213010.6004     
4032781.482      221981.6683     
4032497.8308     230952.4842     
4032223.504      239923.0561     
4031958.4991     248893.3923     
4031702.8138     257863.5007     
4031456.4458     266833.3894     
4031219.3929     275803.0666     
4030991.6531     284772.5404     
4030773.2243     293741.8188     
4030564.1045     302710.91       
4030364.292      311679.822      
4030173.7849     320648.5631     
4029992.5815     329617.1413     
4029820.6803     338585.5647     
4029658.0797     347553.8415     
4029504.7783     356521.9798     
4029360.7746     365489.9878     
4029226.0676     374457.8735     
4029100.6558     383425.6451     
4028984.5383     392393.3108     
4028877.7139     401360.8786     
4028780.1818     410328.3568     
4028691.9411     419295.7535     
4028612.991      428263.0768     
4028543.3308     437230.3349     
4028482.9599     446197.5359     
4028431.8777     455164.688      
4028390.0838     464131.7993     
4028357.5778     473098.878      
4028334.3594     482065.9323     
4028320.4285     491032.9702     
4028315.7849     500000.0        
4028320.4285     508967.0298     
4028334.3594     517934.0677     
4028357.5778     526901.122      
4028390.0838     535868.2007     
4028431.8777     544835.312      
4028482.9599     553802.4641     
4028543.3308     562769.6651     
4028612.991      571736.9232     
4028691.9411     580704.2465     
4028780.1818     589671.6432     
4028877.7139     598639.1214     
4028984.5383     607606.6892     
4029100.6558     616574.3549     
4029226.0676     625542.1265     
4029360.7746     634510.0122     
4029504.7783     643478.0202     
4029658.0797     652446.1585     
4029820.6803     661414.4353     
4029992.5815     670382.8587     
4030173.7849     679351.4369     
4030364.292      688320.178      
4030564.1045     697289.09       
4030773.2243     706258.1812     
4030991.6531     715227.4596     
4031219.3929     724196.9334     
4031456.4458     733166.6106     
4031702.8138     742136.4993     
4031958.4991     751106.6077     
4032223.504      760076.9439     
4032497.8308     769047.5158     
4032781.482      778018.3317     
4033074.4601     786989.3996     
4033376.7678     795960.7276     
4033688.4075     804932.3237     
4034009.3823     813904.196      
4034339.6948     822876.3525     
4034679.3481     831848.8014     
4035028.3451     840821.5507     
4035386.6889     849794.6084     
4035754.3828     858767.9825     
4036131.43       867741.6811     
4036517.8338     876715.7121     
4036913.5978     885690.0837     
4037318.7253     894664.8038     
4037733.22       903639.8805     
4038157.0855     912615.3216     
4038590.3257     921591.1353     
4039032.9445     930567.3294     
4039484.9456     939543.912      
4039946.3332     948520.891      
4040417.1113     957498.2744     
4040897.2841     966476.0702     
4041386.856      975454.2862     
4041885.8312     984432.9303     
4042394.2142     993412.0107     
4042912.0094     1002391.535     
4043439.2216     1011371.5113    
4043975.8554     1020351.9474    
4044521.9156     1029332.8513    
4045077.407      1038314.2307    
4045642.3346     1047296.0936    
4046216.7033     1056278.4479    
4046800.5184     1065261.3013    
4047393.7849     1074244.6617    
4047996.5083     1083228.5369    
4048608.6938     1092212.9348    
4049230.3468     1101197.8632    
4049861.473      1110183.3298    
4050502.0779     1119169.3424    
4051152.1673     1128155.9088    
4051811.7469     1137143.0368    
4052480.8226     1146130.734     
4053159.4004     1155119.0084    
4053847.4862     1164107.8674    
4057912.5908     -64532.418      
4057328.157      -55561.2664     
4056753.1791     -46590.6077     
4056187.6521     -37620.434      
4055631.5709     -28650.7376     
4055084.9306     -19681.5107     
4054547.7264     -10712.7456     
4054019.9535     -1744.4345      
4053501.6072     7223.4304       
4052992.683      16190.8569      
4052493.1762     25157.8529      
4052003.0826     34124.426       
4051522.3977     43090.5842      
4051051.1173     52056.3354      
4050589.2373     61021.6872      
4050136.7535     69986.6477      
4049693.6619     78951.2246      
4049259.9586     87915.4258      
4048835.6397     96879.2593      
4048420.7016     105842.7328     
4048015.1405     114805.8543     
4047618.9528     123768.6317     
4047232.1351     132731.0729     
4046854.6839     141693.1858     
4046486.5958     150654.9782     
4046127.8677     159616.4583     
4045778.4963     168577.6338     
4045438.4785     177538.5127     
4045107.8114     186499.103      
4044786.4919     195459.4126     
4044474.5174     204419.4494     
4044171.8849     213379.2215     
4043878.5919     222338.7368     
4043594.6356     231298.0032     
4043320.0138     240257.0288     
4043054.7238     249215.8215     
4042798.7633     258174.3893     
4042552.1301     267132.7403     
4042314.822      276090.8823     
4042086.8369     285048.8235     
4041868.1728     294006.5717     
4041658.8277     302964.1351     
4041458.7999     311921.5216     
4041268.0874     320878.7392     
4041086.6887     329835.796      
4040914.6021     338792.7        
4040751.8262     347749.4591     
4040598.3594     356706.0816     
4040454.2004     365662.5752     
4040319.348      374618.9482     
4040193.8009     383575.2086     
4040077.558      392531.3643     
4039970.6184     401487.4234     
4039872.981      410443.3939     
4039784.645      419399.284      
4039705.6097     428355.1016     
4039635.8742     437310.8548     
4039575.4381     446266.5517     
4039524.3008     455222.2002     
4039482.4617     464177.8085     
4039449.9206     473133.3845     
4039426.6772     482088.9364     
4039412.7312     491044.4722     
4039408.0826     500000.0        
4039412.7312     508955.5278     
4039426.6772     517911.0636     
4039449.9206     526866.6155     
4039482.4617     535822.1915     
4039524.3008     544777.7998     
4039575.4381     553733.4483     
4039635.8742     562689.1452     
4039705.6097     571644.8984     
4039784.645      580600.716      
4039872.981      589556.6061     
4039970.6184     598512.5766     
4040077.558      607468.6357     
4040193.8009     616424.7914     
4040319.348      625381.0518     
4040454.2004     634337.4248     
4040598.3594     643293.9184     
4040751.8262     652250.5409     
4040914.6021     661207.3        
4041086.6887     670164.204      
4041268.0874     679121.2608     
4041458.7999     688078.4784     
4041658.8277     697035.8649     
4041868.1728     705993.4283     
4042086.8369     714951.1765     
4042314.822      723909.1177     
4042552.1301     732867.2597     
4042798.7633     741825.6107     
4043054.7238     750784.1785     
4043320.0138     759742.9712     
4043594.6356     768701.9968     
4043878.5919     777661.2632     
4044171.8849     786620.7785     
4044474.5174     795580.5506     
4044786.4919     804540.5874     
4045107.8114     813500.897      
4045438.4785     822461.4873     
4045778.4963     831422.3662     
4046127.8677     840383.5417     
4046486.5958     849345.0218     
4046854.6839     858306.8142     
4047232.1351     867268.9271     
4047618.9528     876231.3683     
4048015.1405     885194.1457     
4048420.7016     894157.2672     
4048835.6397     903120.7407     
4049259.9586     912084.5742     
4049693.6619     921048.7754     
4050136.7535     930013.3523     
4050589.2373     938978.3128     
4051051.1173     947943.6646     
4051522.3977     956909.4158     
4052003.0826     965875.574      
4052493.1762     974842.1471     
4052992.683      983809.1431     
4053501.6072     992776.5696     
4054019.9535     1001744.4345    
4054547.7264     1010712.7456    
4055084.9306     1019681.5107    
4055631.5709     1028650.7376    
4056187.6521     1037620.434     
4056753.1791     1046590.6077    
4057328.157      1055561.2664    
4057912.5908     1064532.418     
4058506.4857     1073504.0701    
4059109.847      1082476.2305    
4059722.6801     1091448.9068    
4060344.9904     1100422.1068    
4060976.7833     1109395.8381    
4061618.0646     1118370.1085    
4062268.8398     1127344.9255    
4062929.1148     1136320.2969    
4063598.8954     1145296.2303    
4064278.1876     1154272.7334    
4064966.9974     1163249.8136    
4069024.6238     -63801.8162     
4068439.5784     -54842.3936     
4067863.9984     -45883.4574     
4067297.8789     -36925.0001     
4066741.2147     -27967.0139     
4066194.001      -19009.4911     
4065656.2329     -10052.4242     
4065127.9058     -1095.8055      
4064609.0148     7860.3728       
4064099.5555     16816.1183      
4063599.5233     25771.4388      
4063108.9139     34726.3419      
4062627.7229     43680.8355      
4062155.946      52634.9271      
4061693.5791     61588.6246      
4061240.6181     70541.9357      
4060797.059      79494.8682      
4060362.8979     88447.4298      
4059938.131      97399.6283      
4059522.7545     106351.4715     
4059116.7647     115302.9671     
4058720.1581     124254.1231     
4058332.9312     133204.9471     
4057955.0806     142155.447      
4057586.6028     151105.6306     
4057227.4948     160055.5057     
4056877.7532     169005.0802     
4056537.3751     177954.3618     
4056206.3574     186903.3585     
4055884.6972     195852.0781     
4055572.3916     204800.5284     
4055269.438      213748.7173     
4054975.8336     222696.6527     
4054691.5759     231644.3424     
4054416.6623     240591.7943     
4054151.0904     249539.0163     
4053894.8579     258486.0162     
4053647.9625     267432.802      
4053410.4021     276379.3816     
4053182.1745     285325.7628     
4052963.2777     294271.9535     
4052753.7099     303217.9618     
4052553.4691     312163.7954     
4052362.5537     321109.4622     
4052180.9618     330054.9703     
4052008.692      339000.3275     
4051845.7426     347945.5417     
4051692.1124     356890.6209     
4051547.7998     365835.573      
4051412.8036     374780.4059     
4051287.1227     383725.1276     
4051170.756      392669.746      
4051063.7023     401614.269      
4050965.9609     410558.7046     
4050877.5307     419503.0607     
4050798.4111     428447.3452     
4050728.6013     437391.5662     
4050668.1007     446335.7315     
4050616.9088     455279.8491     
4050575.0251     464223.927      
4050542.4493     473167.9731     
4050519.1811     482111.9953     
4050505.2202     491056.0016     
4050500.5666     500000.0        
4050505.2202     508943.9984     
4050519.1811     517888.0047     
4050542.4493     526832.0269     
4050575.0251     535776.073      
4050616.9088     544720.1509     
4050668.1007     553664.2685     
4050728.6013     562608.4338     
4050798.4111     571552.6548     
4050877.5307     580496.9393     
4050965.9609     589441.2954     
4051063.7023     598385.731      
4051170.756      607330.254      
4051287.1227     616274.8724     
4051412.8036     625219.5941     
4051547.7998     634164.427      
4051692.1124     643109.3791     
4051845.7426     652054.4583     
4052008.692      660999.6725     
4052180.9618     669945.0297     
4052362.5537     678890.5378     
4052553.4691     687836.2046     
4052753.7099     696782.0382     
4052963.2777     705728.0465     
4053182.1745     714674.2372     
4053410.4021     723620.6184     
4053647.9625     732567.198      
4053894.8579     741513.9838     
4054151.0904     750460.9837     
4054416.6623     759408.2057     
4054691.5759     768355.6576     
4054975.8336     777303.3473     
4055269.438      786251.2827     
4055572.3916     795199.4716     
4055884.6972     804147.9219     
4056206.3574     813096.6415     
4056537.3751     822045.6382     
4056877.7532     830994.9198     
4057227.4948     839944.4943     
4057586.6028     848894.3694     
4057955.0806     857844.553      
4058332.9312     866795.0529     
4058720.1581     875745.8769     
4059116.7647     884697.0329     
4059522.7545     893648.5285     
4059938.131      902600.3717     
4060362.8979     911552.5702     
4060797.059      920505.1318     
4061240.6181     929458.0643     
4061693.5791     938411.3754     
4062155.946      947365.0729     
4062627.7229     956319.1645     
4063108.9139     965273.6581     
4063599.5233     974228.5612     
4064099.5555     983183.8817     
4064609.0148     992139.6272     
4065127.9058     1001095.8055    
4065656.2329     1010052.4242    
4066194.001      1019009.4911    
4066741.2147     1027967.0139    
4067297.8789     1036925.0001    
4067863.9984     1045883.4574    
4068439.5784     1054842.3936    
4069024.6238     1063801.8162    
4069619.1398     1072761.7329    
4070223.1318     1081722.1512    
4070836.6049     1090683.0789    
4071459.5648     1099644.5234    
4072092.0167     1108606.4924    
4072733.9665     1117568.9935    
4073385.4196     1126532.0341    
4074046.3819     1135495.6219    
4074716.8592     1144459.7644    
4075396.8575     1153424.4691    
4076086.3828     1162389.7435    
4080136.6174     -63069.4982     
4079550.9675     -54121.8316     
4078974.7925     -45174.6451     
4078408.0874     -36227.9312     
4077850.847      -27281.6823     
4077303.0666     -18335.8908     
4076764.7412     -9390.5492      
4076235.8662     -445.65         
4075716.437      8498.8146       
4075206.4488     17442.852       
4074705.8973     26386.4699      
4074214.7781     35329.6758      
4073733.0867     44272.4775      
4073260.8191     53214.8824      
4072797.971      62156.8984      
4072344.5384     71098.533       
4071900.5172     80039.7938      
4071465.9036     88980.6886      
4071040.6938     97921.2249      
4070624.884      106861.4106     
4070218.4706     115801.2532     
4069821.4499     124740.7604     
4069433.8185     133679.9401     
4069055.573      142618.7998     
4068686.7101     151557.3472     
4068327.2265     160495.5902     
4067977.1191     169433.5364     
4067636.3847     178371.1936     
4067305.0205     187308.5695     
4066983.0234     196245.6718     
4066670.3907     205182.5083     
4066367.1196     214119.0868     
4066073.2074     223055.415      
